aggregation_level,take_count,total_frames,evaluated_frames,gesture_frames,no_gesture_frames,no_hand_frames,unannotated_frames,gesture_fraction,no_gesture_fraction,no_hand_fraction,gesture_duration_frames_mean,gesture_duration_frames_median,gesture_duration_frames_std,gesture_duration_frames_q1,gesture_duration_frames_q3,gesture_duration_frames_min,gesture_duration_frames_max,gesture_duration_s_mean,gesture_duration_s_median,gesture_duration_s_std,gesture_duration_s_q1,gesture_duration_s_q3,gesture_duration_s_min,gesture_duration_s_max,public_subject_id,background,gesture_id
subject_gesture,30,3959,3959,1402,2557,0,0,0.35412983076534477,0.6458701692346552,0.0,46.733333333333334,47.0,13.989979993905818,37.5,53.75,18.0,88.0,2.336666666666667,2.35,0.6994989996952911,1.875,2.6875,0.9,4.4,P04,,C
subject_gesture,30,4589,4589,1632,2957,0,0,0.3556330355197211,0.644366964480279,0.0,54.4,56.0,16.132212367250467,44.25,66.0,22.0,83.0,2.72,2.8,0.8066106183625235,2.2125000000000004,3.3,1.1,4.15,P04,,E
subject_gesture,30,4573,4573,1660,2913,0,0,0.3630002186748305,0.6369997813251694,0.0,55.333333333333336,56.5,16.971240040307812,40.0,67.0,14.0,85.0,2.7666666666666666,2.825,0.8485620020153907,2.0,3.35,0.7,4.25,P04,,I
subject_gesture,30,4515,4515,1633,2880,2,0,0.3616832779623477,0.6378737541528239,0.00044296788482834997,54.43333333333333,51.0,18.256190888219987,41.5,65.0,15.0,105.0,2.721666666666666,2.55,0.9128095444109994,2.0749999999999997,3.25,0.75,5.25,P04,,L
subject_gesture,30,4002,4002,1354,2648,0,0,0.33833083458270863,0.6616691654172914,0.0,45.13333333333333,45.0,7.304855887711263,40.0,52.75,30.0,57.0,2.2566666666666673,2.25,0.3652427943855631,2.0,2.6375,1.5,2.85,P04,,M
subject_gesture,30,4445,4445,1399,3043,3,0,0.31473565804274467,0.6845894263217098,0.0006749156355455568,46.63333333333333,45.0,14.174973899710405,37.25,55.5,24.0,79.0,2.331666666666666,2.25,0.7087486949855204,1.8625,2.775,1.2,3.95,P04,,N
subject_gesture,30,4590,4590,1562,3028,0,0,0.34030501089324616,0.6596949891067538,0.0,52.06666666666667,53.0,14.146848883526442,38.5,63.0,27.0,76.0,2.6033333333333335,2.65,0.7073424441763221,1.9249999999999998,3.1500000000000004,1.35,3.8,P04,,O
subject_gesture,30,4442,4442,1627,2815,0,0,0.36627645204862674,0.6337235479513732,0.0,54.233333333333334,53.5,16.348960387349603,42.25,70.75,18.0,79.0,2.7116666666666664,2.675,0.81744801936748,2.1125,3.5374999999999996,0.9,3.95,P04,,P
subject_gesture,30,4424,4424,1700,2724,0,0,0.38426763110307416,0.6157323688969258,0.0,56.666666666666664,49.0,18.8612599376813,41.5,72.75,29.0,92.0,2.8333333333333335,2.45,0.9430629968840649,2.0749999999999997,3.6375,1.45,4.6,P04,,R
subject_gesture,30,4550,4550,1806,2744,0,0,0.39692307692307693,0.6030769230769231,0.0,60.2,62.0,18.075321335437174,46.5,73.0,15.0,90.0,3.0100000000000002,3.1,0.9037660667718589,2.3249999999999997,3.65,0.75,4.5,P04,,S
subject_gesture,30,4595,4595,1749,2845,1,0,0.3806311207834603,0.6191512513601741,0.0002176278563656148,58.3,56.5,16.659159228691482,46.5,70.0,31.0,90.0,2.9149999999999996,2.825,0.832957961434574,2.3249999999999997,3.5,1.55,4.5,P04,,T
subject_gesture,30,4369,4369,1416,2950,3,0,0.324101625085832,0.6752117189288167,0.000686655985351339,47.2,47.0,13.473857190359666,35.0,56.0,29.0,80.0,2.36,2.35,0.6736928595179834,1.75,2.8,1.45,4.0,P04,,U
subject_gesture,30,4515,4515,1752,2762,1,0,0.38803986710963456,0.6117386489479513,0.00022148394241417498,58.4,58.0,15.590890355235185,46.0,66.0,29.0,94.0,2.9199999999999995,2.9000000000000004,0.7795445177617591,2.3,3.3,1.45,4.7,P04,,V
subject_gesture,30,4474,4474,1614,2860,0,0,0.3607510058113545,0.6392489941886456,0.0,53.8,51.0,19.642318846184438,37.25,69.5,21.0,91.0,2.69,2.55,0.9821159423092218,1.8625,3.475,1.05,4.55,P04,,W
subject_gesture,30,4480,4480,1560,2910,10,0,0.3482142857142857,0.6495535714285714,0.002232142857142857,52.0,50.5,16.64435287893827,40.25,66.0,19.0,84.0,2.6,2.5250000000000004,0.8322176439469134,2.0125,3.3,0.95,4.2,P04,,Y
subject_gesture,30,5045,5045,1817,3228,0,0,0.3601585728444004,0.6398414271555996,0.0,60.56666666666667,61.5,7.881376272836045,56.25,65.0,44.0,72.0,3.028333333333334,3.075,0.3940688136418023,2.8125,3.25,2.2,3.6,P05,,A
subject_gesture,30,5043,5043,1904,3139,0,0,0.37755304382312116,0.6224469561768788,0.0,63.46666666666667,63.5,7.486693176072042,57.25,70.5,49.0,75.0,3.173333333333333,3.175,0.37433465880360206,2.8625,3.525,2.45,3.75,P05,,B
subject_gesture,30,5059,5059,1852,3207,0,0,0.3660802530144297,0.6339197469855703,0.0,61.733333333333334,62.0,7.510605528337835,56.25,67.25,47.0,77.0,3.0866666666666664,3.1,0.37553027641689174,2.8125,3.3625,2.35,3.85,P05,,C
subject_gesture,30,5011,5011,1867,3144,0,0,0.3725803232887647,0.6274196767112353,0.0,62.233333333333334,62.0,7.56435986914194,56.0,67.0,47.0,78.0,3.1116666666666664,3.1,0.37821799345709695,2.8,3.35,2.35,3.9,P05,,E
subject_gesture,30,5021,5021,1817,3204,0,0,0.36188010356502687,0.6381198964349731,0.0,60.56666666666667,62.0,6.25152854871529,57.0,63.0,49.0,72.0,3.0283333333333333,3.1,0.3125764274357645,2.85,3.15,2.45,3.6,P05,,I
subject_gesture,30,5020,5020,1953,3067,0,0,0.3890438247011952,0.6109561752988047,0.0,65.1,65.0,7.621883195659447,59.5,70.0,50.0,82.0,3.255,3.25,0.3810941597829723,2.975,3.5,2.5,4.1,P05,,L
subject_gesture,30,5099,5099,2032,3067,0,0,0.3985095116689547,0.6014904883310453,0.0,67.73333333333333,68.0,8.792368686903249,60.25,73.75,52.0,86.0,3.386666666666667,3.4,0.4396184343451625,3.0125,3.6875,2.6,4.3,P05,,M
subject_gesture,30,5101,5101,1716,3385,0,0,0.3364046265438149,0.663595373456185,0.0,57.2,56.5,10.008272440405452,51.25,60.75,37.0,84.0,2.8599999999999994,2.825,0.5004136220202726,2.5625,3.0374999999999996,1.85,4.2,P05,,N
subject_gesture,30,5077,5077,2093,2984,0,0,0.41225132952531024,0.5877486704746898,0.0,69.76666666666667,69.0,6.831384639438333,64.5,74.0,59.0,83.0,3.4883333333333337,3.45,0.34156923197191674,3.225,3.7,2.95,4.15,P05,,O
subject_gesture,30,4990,4990,1727,3263,0,0,0.34609218436873745,0.6539078156312625,0.0,57.56666666666667,57.5,9.130031284961065,52.25,62.75,36.0,77.0,2.878333333333333,2.875,0.4565015642480533,2.6125,3.1375,1.8,3.85,P05,,P
subject_gesture,30,5048,5048,1810,3238,0,0,0.35855784469096674,0.6414421553090333,0.0,60.333333333333336,58.5,9.742665971379964,53.0,65.25,46.0,92.0,3.016666666666667,2.925,0.48713329856899806,2.65,3.2624999999999997,2.3,4.6,P05,,R
subject_gesture,30,4968,4968,2005,2963,0,0,0.4035829307568438,0.5964170692431562,0.0,66.83333333333333,67.5,7.57529256671083,60.75,71.75,51.0,82.0,3.341666666666667,3.375,0.3787646283355416,3.0375,3.5875,2.55,4.1,P05,,S
subject_gesture,30,5035,5035,2041,2994,0,0,0.4053624627606753,0.5946375372393248,0.0,68.03333333333333,68.5,5.57385110062639,65.0,71.0,55.0,81.0,3.401666666666666,3.425,0.2786925550313195,3.25,3.55,2.75,4.05,P05,,T
subject_gesture,30,4883,4883,1887,2996,0,0,0.38644276059799304,0.613557239402007,0.0,62.9,61.0,5.428850135443366,58.25,67.0,56.0,76.0,3.145,3.05,0.2714425067721683,2.9125,3.35,2.8,3.8,P05,,U
subject_gesture,30,4982,4982,1871,3111,0,0,0.3755519871537535,0.6244480128462465,0.0,62.36666666666667,62.0,8.539899592938506,56.0,68.75,49.0,82.0,3.118333333333333,3.1,0.42699497964692534,2.8,3.4375,2.45,4.1,P05,,V
subject_gesture,30,4991,4991,1810,3181,0,0,0.362652774994991,0.6373472250050091,0.0,60.333333333333336,60.0,8.48257172020996,54.25,66.75,41.0,80.0,3.016666666666667,3.0,0.42412858601049797,2.7125000000000004,3.3375,2.05,4.0,P05,,W
subject_gesture,30,4994,4994,1906,3088,0,0,0.381657989587505,0.618342010412495,0.0,63.53333333333333,62.0,7.758125143817058,58.25,68.0,49.0,85.0,3.176666666666667,3.1,0.38790625719085287,2.9125,3.4,2.45,4.25,P05,,Y
background_gesture,50,7787,7787,2614,5170,3,0,0.3356876846025427,0.6639270579170412,0.0003852574804160781,52.28,53.0,7.645300010130273,48.0,56.75,26.0,70.0,2.614,2.65,0.3822650005065137,2.4,2.8375,1.3,3.5,,BLACK,A
background_gesture,50,7801,7801,2607,5191,3,0,0.3341879246250481,0.6654275092936803,0.0003845660812716318,52.14,52.0,8.131596223550279,48.0,58.0,37.0,75.0,2.6069999999999998,2.6,0.4065798111775139,2.4,2.9,1.85,3.75,,BLACK,B
background_gesture,50,7834,7834,2752,5076,6,0,0.35128925197855504,0.6479448557569568,0.0007658922644881287,55.04,53.0,9.129365044867523,50.0,61.0,35.0,88.0,2.752,2.65,0.45646825224337617,2.5,3.05,1.75,4.4,,BLACK,C
background_gesture,50,7927,7927,2740,5187,0,0,0.34565409360413774,0.6543459063958622,0.0,54.8,54.0,9.160696881075085,50.0,62.0,22.0,72.0,2.74,2.7,0.4580348440537542,2.5,3.1,1.1,3.6,,BLACK,E
background_gesture,50,7934,7934,2689,5245,0,0,0.3389210990673053,0.6610789009326947,0.0,53.78,54.0,10.625902122566693,49.0,60.75,14.0,77.0,2.6889999999999996,2.7,0.5312951061283346,2.45,3.0374999999999996,0.7,3.85,,BLACK,I
background_gesture,50,7966,7966,2747,5219,0,0,0.34484057243283955,0.6551594275671604,0.0,54.94,52.0,9.819618014932338,47.25,63.75,37.0,75.0,2.7469999999999994,2.6,0.4909809007466168,2.3625,3.1875,1.85,3.75,,BLACK,L
background_gesture,50,7900,7900,2664,5236,0,0,0.3372151898734177,0.6627848101265823,0.0,53.28,53.0,8.962598019843695,47.25,57.75,35.0,76.0,2.664,2.6500000000000004,0.44812990099218475,2.3625,2.8875,1.75,3.8,,BLACK,M
background_gesture,50,7883,7883,2511,5370,2,0,0.3185335532157808,0.6812127362679183,0.00025371051630090067,50.22,51.0,7.8565973836629555,44.5,55.75,33.0,69.0,2.511,2.55,0.3928298691831478,2.225,2.7874999999999996,1.65,3.45,,BLACK,N
background_gesture,50,7855,7855,2780,5075,0,0,0.3539147040101846,0.6460852959898155,0.0,55.6,55.0,10.40996382984953,49.0,60.75,32.0,79.0,2.78,2.75,0.5204981914924766,2.45,3.0374999999999996,1.6,3.95,,BLACK,O
background_gesture,50,7735,7735,2669,5065,1,0,0.34505494505494505,0.6548157724628313,0.0001292824822236587,53.38,53.0,6.436154257990797,50.0,57.0,37.0,71.0,2.6689999999999996,2.65,0.3218077128995398,2.5,2.85,1.85,3.55,,BLACK,P
background_gesture,50,7757,7757,2629,5128,0,0,0.33891968544540413,0.6610803145545958,0.0,52.58,50.5,7.997678234516386,47.0,58.0,39.0,75.0,2.6289999999999996,2.525,0.3998839117258193,2.35,2.9,1.95,3.75,,BLACK,R
background_gesture,50,7810,7810,2739,5071,0,0,0.35070422535211265,0.6492957746478873,0.0,54.78,56.5,12.144184801368759,52.0,61.5,21.0,79.0,2.739,2.825,0.6072092400684379,2.6,3.075,1.05,3.95,,BLACK,S
background_gesture,50,7825,7825,2796,5029,0,0,0.3573162939297125,0.6426837060702876,0.0,55.92,54.0,10.281427678199211,50.25,62.75,31.0,77.0,2.7960000000000003,2.7,0.5140713839099605,2.5125,3.1375,1.55,3.85,,BLACK,T
background_gesture,50,7442,7442,2489,4950,3,0,0.3344531040042999,0.6651437785541521,0.00040311744154797097,49.78,47.5,8.447412355875857,45.0,56.0,29.0,69.0,2.489,2.375,0.42237061779379287,2.25,2.8,1.45,3.45,,BLACK,U
background_gesture,50,7853,7853,2833,5020,0,0,0.3607538520310709,0.6392461479689291,0.0,56.66,55.0,9.270559061142022,51.0,60.75,45.0,90.0,2.8329999999999997,2.75,0.4635279530571011,2.55,3.0374999999999996,2.25,4.5,,BLACK,V
background_gesture,50,7704,7704,2620,5084,0,0,0.34008307372793356,0.6599169262720664,0.0,52.4,53.0,8.4225159845621,50.0,56.0,21.0,68.0,2.62,2.65,0.421125799228105,2.5,2.8,1.05,3.4,,BLACK,W
background_gesture,50,7786,7786,2711,5075,0,0,0.34818905728230154,0.6518109427176985,0.0,54.22,53.5,7.621907201465726,49.0,58.0,39.0,72.0,2.711,2.675,0.3810953600732863,2.45,2.9,1.95,3.6,,BLACK,Y
background_gesture,50,7829,7829,2441,5372,16,0,0.31178950057478605,0.6861668156852727,0.0020436837399412443,48.82,51.0,10.025864510538403,46.25,53.75,26.0,72.0,2.441,2.55,0.5012932255269202,2.3125,2.6875,1.3,3.6,,BLUE,A
background_gesture,50,7611,7611,2375,5195,41,0,0.3120483510708186,0.6825647089738537,0.005386939955327815,47.5,49.5,12.01911742489728,39.0,53.75,16.0,75.0,2.3749999999999996,2.475,0.6009558712448639,1.95,2.6875,0.8,3.75,,BLUE,B
background_gesture,50,7666,7666,2355,5305,6,0,0.3072006261414036,0.692016697104096,0.0007826767545003914,47.1,49.0,11.995322217516327,38.5,55.75,18.0,77.0,2.355,2.45,0.5997661108758164,1.9249999999999998,2.7874999999999996,0.9,3.85,,BLUE,C
background_gesture,50,7736,7736,2491,5235,10,0,0.3220010341261634,0.6767063081695966,0.0012926577042399173,49.82,48.5,11.356361159082175,43.0,55.75,24.0,78.0,2.491,2.425,0.5678180579541087,2.15,2.7874999999999996,1.2,3.9,,BLUE,E
background_gesture,50,7744,7744,2667,5054,23,0,0.3443956611570248,0.6526342975206612,0.0029700413223140497,53.34,54.0,12.296689449952432,47.0,61.75,25.0,98.0,2.667,2.7,0.6148344724976215,2.35,3.0875,1.25,4.9,,BLUE,I
background_gesture,50,7678,7678,2578,5099,1,0,0.33576452201094037,0.6641052357384736,0.00013024225058609013,51.56,52.0,11.212529434812229,47.25,57.5,15.0,82.0,2.5779999999999994,2.5999999999999996,0.5606264717406113,2.3625,2.875,0.75,4.1,,BLUE,L
background_gesture,50,7744,7744,2575,5169,0,0,0.3325154958677686,0.6674845041322314,0.0,51.5,47.5,12.604259079326143,42.25,57.5,30.0,86.0,2.575,2.375,0.6302129539663072,2.1125,2.875,1.5,4.3,,BLUE,M
background_gesture,50,7803,7803,2476,5327,0,0,0.3173138536460336,0.6826861463539664,0.0,49.52,48.0,11.475332906113113,43.5,56.5,27.0,84.0,2.4760000000000004,2.4,0.5737666453056557,2.175,2.825,1.35,4.2,,BLUE,N
background_gesture,50,7825,7825,2589,5236,0,0,0.3308626198083067,0.6691373801916933,0.0,51.78,49.5,13.870082323961505,43.0,58.75,27.0,83.0,2.589,2.475,0.6935041161980752,2.15,2.9375,1.35,4.15,,BLUE,O
background_gesture,50,7568,7568,2387,5181,0,0,0.31540697674418605,0.684593023255814,0.0,47.74,48.5,7.805832460933508,44.25,52.0,18.0,62.0,2.387,2.425,0.3902916230466754,2.2125000000000004,2.6,0.9,3.1,,BLUE,P
background_gesture,50,7629,7629,2386,5242,1,0,0.312753965133045,0.6871149560886093,0.00013107877834578582,47.72,48.5,9.300076804598367,42.25,52.75,27.0,72.0,2.386,2.425,0.46500384022991836,2.1125,2.6375,1.35,3.6,,BLUE,R
background_gesture,50,7727,7727,2611,5116,0,0,0.3379060437427203,0.6620939562572796,0.0,52.22,51.0,11.780804171989937,46.0,57.0,15.0,82.0,2.611,2.55,0.5890402085994968,2.3,2.85,0.75,4.1,,BLUE,S
background_gesture,50,7794,7794,2654,5138,2,0,0.3405183474467539,0.6592250449063382,0.00025660764690787786,53.08,52.5,11.273664453232659,46.0,61.0,32.0,73.0,2.654,2.625,0.563683222661633,2.3,3.05,1.6,3.65,,BLUE,T
background_gesture,50,7546,7546,2350,5195,1,0,0.3114232706069441,0.6884442088523721,0.00013252054068380598,47.0,46.0,10.629185850136157,39.25,55.75,30.0,70.0,2.35,2.3,0.5314592925068078,1.9625,2.7874999999999996,1.5,3.5,,BLUE,U
background_gesture,50,7713,7713,2637,5073,3,0,0.3418903150525088,0.6577207312329832,0.00038895371450797355,52.74,53.5,8.717353090127714,46.25,58.75,29.0,74.0,2.637,2.675,0.4358676545063856,2.3125,2.9375,1.45,3.7,,BLUE,V
background_gesture,50,7595,7595,2550,5045,0,0,0.3357472021066491,0.6642527978933509,0.0,51.0,53.0,10.513353995985199,45.25,55.75,31.0,80.0,2.55,2.65,0.52566769979926,2.2625,2.7874999999999996,1.55,4.0,,BLUE,W
background_gesture,50,7698,7698,2516,5172,10,0,0.32683813977656534,0.6718628215120811,0.0012990387113535984,50.32,50.0,11.869081769067746,43.5,58.5,19.0,79.0,2.516,2.5,0.5934540884533873,2.175,2.9250000000000003,0.95,3.95,,BLUE,Y
background_gesture,50,8476,8476,2831,5645,0,0,0.33400188768286926,0.6659981123171307,0.0,56.62,58.0,11.043309914946288,49.0,62.75,36.0,92.0,2.8310000000000004,2.9,0.5521654957473144,2.45,3.1375,1.8,4.6,,WHITE,A
background_gesture,50,8449,8449,2880,5569,0,0,0.34086874186294236,0.6591312581370576,0.0,57.6,57.5,9.570362413968128,52.0,64.75,38.0,75.0,2.8799999999999994,2.875,0.4785181206984065,2.6,3.2375,1.9,3.75,,WHITE,B
background_gesture,50,8460,8460,2803,5654,3,0,0.3313238770685579,0.6683215130023641,0.0003546099290780142,56.06,57.5,9.786308636799367,51.25,61.75,35.0,76.0,2.803,2.875,0.4893154318399683,2.5625,3.0875,1.75,3.8,,WHITE,C
background_gesture,50,9014,9014,3083,5929,2,0,0.3420235189704903,0.657754603949412,0.00022187708009762592,61.66,60.0,8.077709313605068,56.0,65.75,48.0,83.0,3.0829999999999997,3.0,0.40388546568025335,2.8,3.2874999999999996,2.4,4.15,,WHITE,E
background_gesture,50,9037,9037,3116,5919,2,0,0.34480469182250745,0.6549739957950648,0.00022131238242779683,62.32,62.5,9.827990016025762,58.25,67.0,40.0,85.0,3.116,3.125,0.4913995008012881,2.9125,3.35,2.0,4.25,,WHITE,I
background_gesture,50,9022,9022,3196,5824,2,0,0.3542451784526712,0.6455331412103746,0.00022168033695411216,63.92,62.0,11.438995246301046,56.0,70.0,45.0,105.0,3.1959999999999997,3.1,0.5719497623150523,2.8,3.5,2.25,5.25,,WHITE,L
background_gesture,50,8498,8498,2945,5543,10,0,0.34655212991292067,0.6522711226170864,0.0011767474699929394,58.9,57.0,10.795407186694286,53.25,66.0,37.0,86.0,2.9449999999999994,2.85,0.5397703593347143,2.6625,3.3,1.85,4.3,,WHITE,M
background_gesture,50,8931,8931,2872,6055,4,0,0.3215765311835181,0.6779755906393461,0.00044787817713581906,57.44,56.5,10.565944523490051,52.0,65.0,24.0,79.0,2.8720000000000003,2.825,0.5282972261745026,2.6,3.25,1.2,3.95,,WHITE,N
background_gesture,50,9074,9074,3129,5945,0,0,0.34483138637866434,0.6551686136213357,0.0,62.58,62.0,8.884956329638984,55.25,69.75,42.0,83.0,3.1290000000000004,3.0999999999999996,0.44424781648194916,2.7625,3.4875,2.1,4.15,,WHITE,O
background_gesture,50,8981,8981,3153,5828,0,0,0.3510744905912482,0.6489255094087518,0.0,63.06,64.5,10.947760930334345,54.25,71.75,36.0,83.0,3.153,3.225,0.5473880465167172,2.7125000000000004,3.5875,1.8,4.15,,WHITE,P
background_gesture,50,9044,9044,3130,5914,0,0,0.3460858027421495,0.6539141972578505,0.0,62.6,60.0,12.857142857142856,54.0,70.5,40.0,92.0,3.130000000000001,3.0,0.6428571428571429,2.7,3.525,2.0,4.6,,WHITE,R
background_gesture,50,8957,8957,3251,5695,11,0,0.36295634699118007,0.6358155632466228,0.0012280897621971642,65.02,63.0,10.865579428936618,58.25,71.75,38.0,90.0,3.2510000000000003,3.15,0.5432789714468309,2.9125,3.5875,1.9,4.5,,WHITE,S
background_gesture,50,8996,8996,3252,5743,1,0,0.3614939973321476,0.6383948421520675,0.00011116051578479324,65.04,63.5,11.524525754995345,57.25,73.5,36.0,90.0,3.252,3.175,0.5762262877497671,2.8625,3.6750000000000003,1.8,4.5,,WHITE,T
background_gesture,50,8769,8769,2991,5769,9,0,0.34108792336640437,0.657885733835101,0.0010263427984946972,59.82,59.5,10.781105921841192,53.25,67.0,34.0,92.0,2.991,2.975,0.5390552960920595,2.6625,3.35,1.7,4.6,,WHITE,U
background_gesture,50,9028,9028,3199,5829,0,0,0.35434204696499777,0.6456579530350022,0.0,63.98,63.0,9.881935694044182,57.0,68.0,42.0,94.0,3.199,3.15,0.49409678470220914,2.85,3.4,2.1,4.7,,WHITE,V
background_gesture,50,8997,8997,3173,5823,1,0,0.3526731132599755,0.6472157385795265,0.00011114816049794375,63.46,62.0,11.135913587513663,56.0,69.75,41.0,91.0,3.173,3.1,0.5567956793756832,2.8,3.4875,2.05,4.55,,WHITE,W
background_gesture,50,9018,9018,3176,5842,0,0,0.3521845198491905,0.6478154801508095,0.0,63.52,63.5,9.679011587250137,56.0,69.0,43.0,90.0,3.176,3.175,0.48395057936250696,2.8,3.45,2.15,4.5,,WHITE,Y
