take_id,frame_count,annotation_override_frames,detector_evaluated_frames,detector_hand_present_frames,detector_hand_missing_frames,unannotated_frames,reference_error_frames,detector_elapsed_ms,elapsed_wall_time_s,worker_pid
P02_BLACK_C_take_0002,160,48,112,111,1,0,0,4246.624499999598,4.523280100000193,16028
P02_BLACK_C_take_0003,159,49,110,110,0,0,0,3794.722700000875,4.057845699999689,30392
P02_BLACK_C_take_0004,157,64,93,93,0,0,0,3099.379799997223,3.341839600000185,13740
P02_BLACK_C_take_0005,158,53,105,105,0,0,0,3516.441499998564,3.7826531999999133,7280
P02_BLACK_C_take_0006,158,38,120,120,0,0,0,4313.666000000012,4.61801319999995,27164
P02_BLACK_C_take_0007,158,35,123,119,4,0,0,4668.539500002225,4.949844500000381,26520
P02_BLACK_C_take_0008,160,59,101,101,0,0,0,3342.737100001159,3.5981285999996544,19472
P02_BLACK_C_take_0009,159,51,108,107,1,0,0,3880.6507999970563,4.134854800000085,23252
P02_BLACK_C_take_0010,161,48,113,113,0,0,0,3966.8625000026623,4.23882440000034,19472
P02_BLACK_E_take_0001,172,50,122,122,0,0,0,4065.287000002627,4.390302300000258,13740
P02_BLACK_E_take_0002,169,62,107,107,0,0,0,3574.9186000007285,3.8251853000001574,5692
P02_BLACK_E_take_0003,174,64,110,110,0,0,0,3669.0523999977813,4.018338400000175,26504
P02_BLACK_E_take_0004,172,64,108,108,0,0,0,3722.1734999993714,4.003420399999868,23020
P02_BLACK_E_take_0005,160,69,91,91,0,0,0,3047.2134000010556,3.2749508000001697,25208
P02_BLACK_E_take_0006,153,53,100,100,0,0,0,3406.444800000827,3.536810200000218,23020
P02_BLACK_E_take_0007,162,61,101,101,0,0,0,3419.822900001236,3.6543361999997614,23252
P02_BLACK_E_take_0008,158,55,103,103,0,0,0,3433.777099998224,3.6914373999998134,22812
P02_BLACK_E_take_0009,164,63,101,101,0,0,0,3343.091599998843,3.606497699999636,23020
P02_BLACK_E_take_0010,158,57,101,101,0,0,0,3450.3944999983105,3.710583300000053,26504
P02_BLACK_I_take_0001,162,61,101,101,0,0,0,3399.1984000003868,3.649851099999978,24320
P02_BLACK_I_take_0002,174,63,111,111,0,0,0,3705.889100001059,3.9924046000001,26520
P02_BLACK_I_take_0003,176,68,108,108,0,0,0,3410.632899997836,3.788144900000134,24320
P02_BLACK_I_take_0004,169,56,113,113,0,0,0,3748.5954999947353,4.035012599999845,18664
P02_BLACK_I_take_0005,164,56,108,108,0,0,0,3571.2543000008736,3.8255362999998397,5692
P02_BLACK_I_take_0006,171,77,94,94,0,0,0,3167.62719999997,3.417090299999927,30392
P02_BLACK_I_take_0007,170,69,101,101,0,0,0,3392.4155000008795,3.648441699999694,7280
P02_BLACK_I_take_0008,170,66,104,104,0,0,0,3546.5218999966055,3.7939143999997214,27164
P02_BLACK_I_take_0009,161,68,93,93,0,0,0,3177.0434999962163,3.3982781999998224,25208
P02_BLACK_I_take_0010,162,63,99,99,0,0,0,3278.1409000021995,3.5311593999999786,16028
P02_BLACK_L_take_0001,172,66,106,106,0,0,0,3574.0303999969,3.853359499999897,5692
P02_BLACK_L_take_0002,171,68,103,103,0,0,0,3432.629900000393,3.6970068999999057,23252
P02_BLACK_L_take_0003,170,47,123,123,0,0,0,4248.572000002241,4.534792100000232,26520
P02_BLACK_L_take_0004,171,58,113,113,0,0,0,3885.7348999981696,4.1619393000000855,24320
P02_BLACK_L_take_0005,169,64,105,105,0,0,0,3587.2169000012946,3.8389428999998927,30392
P02_BLACK_L_take_0006,167,66,101,101,0,0,0,3350.6531999983054,3.5951238000002377,24320
P02_BLACK_L_take_0007,172,68,104,104,0,0,0,3490.7686000024114,3.754335799999808,18664
P02_BLACK_L_take_0008,166,39,127,127,0,0,0,4261.833599995953,4.579283200000191,13740
P02_BLACK_L_take_0009,168,63,105,105,0,0,0,3489.6313999988706,3.7403284000001804,30392
P02_BLACK_L_take_0010,167,70,97,97,0,0,0,3336.1503999999513,3.57850580000013,16028
P02_BLACK_M_take_0001,157,68,89,89,0,0,0,3313.5638000017025,3.5394243000000642,23020
P02_BLACK_M_take_0002,158,51,107,107,0,0,0,3669.163099999878,3.9379305999996177,23684
P02_BLACK_M_take_0003,160,56,104,104,0,0,0,4021.7910000014854,4.284124199999951,7280
P02_BLACK_M_take_0004,159,55,104,104,0,0,0,3607.271400001082,3.864622000000054,24320
P02_BLACK_M_take_0005,156,47,109,109,0,0,0,3979.3633000003865,4.2543117999998685,30392
P02_BLACK_M_take_0006,161,63,98,98,0,0,0,4216.77789999876,4.461344399999689,7280
P02_BLACK_M_take_0007,165,50,115,115,0,0,0,4323.882100000446,4.601240299999972,26520
P02_BLACK_M_take_0008,161,52,109,109,0,0,0,3910.902300000089,4.196247200000016,27164
P02_BLACK_M_take_0009,158,54,104,104,0,0,0,3659.4801000005646,3.8994283000001815,13740
P02_BLACK_M_take_0010,157,52,105,105,0,0,0,3962.8345000014633,4.211383000000296,5692
P02_BLACK_N_take_0001,163,54,109,109,0,0,0,4071.4413000018794,4.332784599999741,7280
P02_BLACK_N_take_0002,159,54,105,105,0,0,0,3674.3776000012076,3.9324876999999105,16028
P02_BLACK_N_take_0003,162,60,102,100,2,0,0,4185.361200001807,4.445755899999767,19472
P02_BLACK_N_take_0004,161,51,110,110,0,0,0,3866.033900000275,4.131573200000275,26520
P02_BLACK_N_take_0005,161,56,105,105,0,0,0,3725.4013999968265,3.9864073000003373,22812
P02_BLACK_N_take_0006,157,51,106,106,0,0,0,3588.3774999992966,3.8540585000000647,18664
P02_BLACK_N_take_0007,157,54,103,103,0,0,0,3514.6844000014426,3.7618296000000555,30392
P02_BLACK_N_take_0008,155,61,94,94,0,0,0,3250.9090999992623,3.4911157999999887,23684
P02_BLACK_N_take_0009,153,59,94,94,0,0,0,3324.7474000013426,3.5373460000000705,5692
P02_BLACK_N_take_0010,157,58,99,99,0,0,0,3426.413300001059,3.676948100000118,23252
P02_BLACK_O_take_0001,154,55,99,99,0,0,0,3640.2354000010746,3.8713213999999425,19472
P02_BLACK_O_take_0002,149,57,92,92,0,0,0,3231.1761000000843,3.358567799999946,26520
P02_BLACK_O_take_0003,150,56,94,94,0,0,0,3635.2271999999175,3.758134600000176,7280
P02_BLACK_O_take_0004,150,41,109,109,0,0,0,3781.250100001671,3.9341107000000193,27164
P02_BLACK_O_take_0005,154,79,75,75,0,0,0,2700.110800001312,2.862506899999971,25208
P02_BLACK_O_take_0006,157,41,116,116,0,0,0,3964.1644999992423,4.246653300000162,24320
P02_BLACK_O_take_0007,155,65,90,90,0,0,0,3006.7904999973507,3.2215234999998756,13740
P02_BLACK_O_take_0008,160,49,111,111,0,0,0,3792.530400002306,4.0725453999998535,27164
P02_BLACK_O_take_0009,157,59,98,98,0,0,0,3375.540500002444,3.6201007999998183,16028
P02_BLACK_O_take_0010,156,57,99,99,0,0,0,3359.564399996998,3.60022170000002,23252
P02_BLACK_P_take_0001,159,50,109,109,0,0,0,3548.50130000068,3.820799199999783,19472
P02_BLACK_P_take_0002,155,53,102,102,0,0,0,3440.7615000041005,3.692178700000113,23020
P02_BLACK_P_take_0003,145,61,84,84,0,0,0,2873.4138000008898,2.9891195000000153,24320
P02_BLACK_P_take_0004,145,51,94,93,1,0,0,3294.1485999976976,3.4161463999998887,16028
P02_BLACK_P_take_0005,153,46,107,107,0,0,0,3616.141300000436,3.75571009999976,18664
P02_BLACK_P_take_0006,154,59,95,95,0,0,0,3233.679000000393,3.4489103999999315,7280
P02_BLACK_P_take_0007,154,50,104,104,0,0,0,3460.5060000003505,3.6950282000002517,27164
P02_BLACK_P_take_0008,154,56,98,98,0,0,0,3282.681500002127,3.497675800000252,26520
P02_BLACK_P_take_0009,153,53,100,100,0,0,0,3381.929999998192,3.59722980000015,30392
P02_BLACK_P_take_0010,149,55,94,94,0,0,0,3263.3654999985993,3.3781346000000667,22812
P02_BLACK_R_take_0001,156,58,98,98,0,0,0,3295.9118000017043,3.5279467000000295,24320
P02_BLACK_R_take_0002,156,58,98,98,0,0,0,3432.264600000053,3.6664615999998205,16028
P02_BLACK_R_take_0003,158,49,109,109,0,0,0,3730.738599999313,3.991801099999975,23020
P02_BLACK_R_take_0004,157,43,114,114,0,0,0,3866.5304000037395,4.141670100000283,19472
P02_BLACK_R_take_0005,156,75,81,81,0,0,0,2757.1367000018654,2.964958900000056,19472
P02_BLACK_R_take_0006,157,44,113,113,0,0,0,3766.9454999991103,4.049196100000245,25208
P02_BLACK_R_take_0007,157,66,91,91,0,0,0,3209.640399998534,3.4301918999999543,7280
P02_BLACK_R_take_0008,159,58,101,101,0,0,0,3372.3285999976724,3.6193324999999277,25208
P02_BLACK_R_take_0009,158,50,108,108,0,0,0,3840.880799997649,4.107416199999989,5692
P02_BLACK_R_take_0010,157,46,111,111,0,0,0,3714.3598000016027,3.9939006000004156,27164
P02_BLACK_S_take_0001,146,62,84,84,0,0,0,2987.0867999998154,3.1094740999997157,23684
P02_BLACK_S_take_0002,146,65,81,81,0,0,0,3210.1501999986795,3.313564200000201,13740
P02_BLACK_S_take_0003,158,34,124,124,0,0,0,4141.521699998066,4.441551200000049,18664
P02_BLACK_S_take_0004,145,21,124,124,0,0,0,4159.509300000082,4.325036299999738,19472
P02_BLACK_S_take_0005,147,23,124,124,0,0,0,4192.259100002957,4.36185420000038,23252
P02_BLACK_S_take_0006,150,26,124,124,0,0,0,4288.004799999726,4.4473972999999205,26520
P02_BLACK_S_take_0007,154,56,98,98,0,0,0,3348.8357999990512,3.581512500000372,22812
P02_BLACK_S_take_0008,148,52,96,96,0,0,0,3221.0637999996834,3.3442684999999983,23020
P02_BLACK_S_take_0009,150,57,93,93,0,0,0,3137.7581999986432,3.251563100000112,22812
P02_BLACK_S_take_0010,160,55,105,105,0,0,0,3513.0812000033984,3.777036599999974,26520
P02_BLACK_T_take_0001,156,56,100,100,0,0,0,3370.5621999979485,3.6031529000001683,25208
P02_BLACK_T_take_0002,160,52,108,108,0,0,0,3601.486599998225,3.8713997999998355,22812
P02_BLACK_T_take_0003,156,58,98,98,0,0,0,3298.3767999994598,3.5482515999997304,7280
P02_BLACK_T_take_0004,152,47,105,105,0,0,0,3617.4759999989874,3.7526432000004206,5692
P02_BLACK_T_take_0005,152,54,98,98,0,0,0,3441.187599996738,3.568899799999599,18664
P02_BLACK_T_take_0006,157,60,97,97,0,0,0,3394.3890999980795,3.6479255999997804,26520
P02_BLACK_T_take_0007,150,55,95,95,0,0,0,3239.4108999983473,3.3551767000003565,26504
P02_BLACK_T_take_0008,159,57,102,102,0,0,0,3378.4992999999304,3.6274978999999803,7280
P02_BLACK_T_take_0009,150,48,102,102,0,0,0,3459.314100001393,3.5916133000000627,23684
P02_BLACK_T_take_0010,166,59,107,107,0,0,0,3597.006599998622,3.8509808999997404,23020
P02_BLACK_U_take_0001,145,49,96,96,0,0,0,3439.904800002296,3.5615829999997004,25208
P02_BLACK_U_take_0002,139,53,86,86,0,0,0,2971.0633000008784,3.091204800000014,23252
P02_BLACK_U_take_0003,142,44,98,98,0,0,0,3868.1409999981042,3.998850699999821,18664
P02_BLACK_U_take_0004,144,42,102,102,0,0,0,3838.582899998073,3.971527700000024,22812
P02_BLACK_U_take_0005,140,39,101,101,0,0,0,3533.619800001361,3.6635216999998192,23684
P02_BLACK_U_take_0006,141,45,96,96,0,0,0,3345.975399998224,3.4674725999998373,26504
P02_BLACK_U_take_0007,135,42,93,93,0,0,0,3313.0707999998776,3.437213100000008,16028
P02_BLACK_U_take_0008,143,38,105,105,0,0,0,3692.263799999637,3.835885099999814,23020
P02_BLACK_U_take_0009,140,47,93,93,0,0,0,3198.2859999993707,3.322914800000035,13740
P02_BLACK_U_take_0010,144,46,98,96,2,0,0,3508.490899998378,3.638545900000281,26504
P02_BLACK_V_take_0001,161,56,105,105,0,0,0,3493.5562000014215,3.74529289999964,26504
P02_BLACK_V_take_0002,162,61,101,101,0,0,0,3395.722800000385,3.637247000000116,25208
P02_BLACK_V_take_0003,154,59,95,95,0,0,0,3186.9488999977875,3.3985279000003175,26504
P02_BLACK_V_take_0004,154,63,91,91,0,0,0,2957.4577000003046,3.172979899999973,23684
P02_BLACK_V_take_0005,172,81,91,91,0,0,0,2965.497500003039,3.2021966000002067,30392
P02_BLACK_V_take_0006,170,74,96,96,0,0,0,3156.309700001202,3.392397600000095,22812
P02_BLACK_V_take_0007,167,71,96,96,0,0,0,3252.2429000000557,3.4773745000002236,19472
P02_BLACK_V_take_0008,162,64,98,98,0,0,0,3367.6555999986704,3.6109122999996544,7280
P02_BLACK_V_take_0009,157,45,112,112,0,0,0,3813.4175000013784,4.0739840000001095,22812
P02_BLACK_V_take_0010,168,60,108,108,0,0,0,3663.1040999977813,3.9082138000003397,23252
P02_BLACK_W_take_0001,154,51,103,103,0,0,0,3490.160900002593,3.7283237999999983,13740
P02_BLACK_W_take_0002,156,44,112,112,0,0,0,3790.8288000003267,4.062985600000047,27164
P02_BLACK_W_take_0003,156,56,100,100,0,0,0,3340.368799996213,3.570084699999825,26520
P02_BLACK_W_take_0004,155,59,96,96,0,0,0,3391.3291999997455,3.648501000000124,5692
P02_BLACK_W_take_0005,156,50,106,106,0,0,0,3546.089800000118,3.819974000000002,22812
P02_BLACK_W_take_0006,155,58,97,97,0,0,0,3255.5469999992965,3.4922295999999733,18664
P02_BLACK_W_take_0007,152,53,99,99,0,0,0,3603.1692000024123,3.7351886000001286,30392
P02_BLACK_W_take_0008,149,58,91,91,0,0,0,3740.994900002079,3.8594914999998764,26504
P02_BLACK_W_take_0009,145,44,101,101,0,0,0,3526.6822000012326,3.6645650000000387,7280
P02_BLACK_W_take_0010,146,50,96,96,0,0,0,3351.702700002079,3.4801127999999153,23684
P02_BLACK_Y_take_0001,151,65,86,86,0,0,0,2907.88510000084,3.0132714999999735,24320
P02_BLACK_Y_take_0002,157,53,104,104,0,0,0,3585.8001999990847,3.831937100000232,26504
P02_BLACK_Y_take_0003,151,51,100,100,0,0,0,3403.5077000003184,3.545438699999977,16028
P02_BLACK_Y_take_0004,151,51,100,100,0,0,0,3322.2376999992775,3.46168519999992,19472
P02_BLACK_Y_take_0005,160,58,102,102,0,0,0,3738.304799999696,3.9959661000002598,26504
P02_BLACK_Y_take_0006,154,54,100,100,0,0,0,3364.341299999978,3.5746640000002117,23020
P02_BLACK_Y_take_0007,154,70,84,84,0,0,0,2832.448300001488,3.030034599999908,5692
P02_BLACK_Y_take_0008,153,67,86,86,0,0,0,2968.0071999987376,3.1040243000002192,23252
P02_BLACK_Y_take_0009,153,53,100,100,0,0,0,3410.2077999959874,3.5376360999998724,26520
P02_BLACK_Y_take_0010,153,65,88,88,0,0,0,3031.553000000258,3.1560323000003336,22812
P02_BLUE_A_take_0001,157,49,108,108,0,0,0,3657.7446999999665,3.922806099999889,23684
P02_BLUE_A_take_0002,157,47,110,110,0,0,0,3679.865699997663,3.939464300000054,13740
P02_BLUE_A_take_0003,157,54,103,103,0,0,0,3451.921099995161,3.6945575999998255,23020
P02_BLUE_A_take_0004,156,47,109,109,0,0,0,3660.999899997023,3.927954299999783,26504
P02_BLUE_A_take_0005,157,53,104,104,0,0,0,3535.40810000095,3.80110169999989,5692
P02_BLUE_A_take_0006,157,58,99,99,0,0,0,3307.606399999713,3.5558819000002586,18664
P02_BLUE_A_take_0007,157,53,104,104,0,0,0,3564.4457000025795,3.8057880999999725,30392
P02_BLUE_A_take_0008,159,51,108,108,0,0,0,3560.843500001738,3.828871500000332,27164
P02_BLUE_A_take_0009,156,48,108,108,0,0,0,3673.5955999993166,3.944935500000156,23684
P02_BLUE_A_take_0010,155,51,104,104,0,0,0,3522.864899999604,3.7817967000000863,30392
P02_BLUE_B_take_0001,152,52,100,100,0,0,0,3483.7920000027225,3.6301282999997966,23252
P02_BLUE_B_take_0002,157,37,120,120,0,0,0,4038.4567999990395,4.331272900000386,23252
P02_BLUE_B_take_0003,158,52,106,106,0,0,0,3529.182700000547,3.7836270000002514,30392
P02_BLUE_B_take_0004,164,47,117,117,0,0,0,3853.268800000933,4.153755100000126,18664
P02_BLUE_B_take_0005,148,52,96,96,0,0,0,3274.582599997757,3.406072800000402,5692
P02_BLUE_B_take_0006,151,54,97,97,0,0,0,3413.464899999326,3.544622999999774,25208
P02_BLUE_B_take_0007,150,35,115,115,0,0,0,3946.199800001523,4.100441099999898,13740
P02_BLUE_B_take_0008,155,56,99,99,0,0,0,3345.403499999975,3.58527150000009,23252
P02_BLUE_B_take_0009,154,48,106,106,0,0,0,3600.4659999994146,3.847833900000296,18664
P02_BLUE_B_take_0010,152,53,99,99,0,0,0,3405.34179999986,3.534689399999934,24320
P02_BLUE_C_take_0001,156,31,125,125,0,0,0,4203.818699999829,4.518488700000034,13740
P02_BLUE_C_take_0002,154,32,122,122,0,0,0,4113.407599998027,4.377166600000237,30392
P02_BLUE_C_take_0003,155,42,113,113,0,0,0,3838.747699999203,4.107006799999908,24320
P02_BLUE_C_take_0004,156,43,113,113,0,0,0,3742.9526999985683,4.037414099999751,23020
P02_BLUE_C_take_0005,152,34,118,118,0,0,0,4034.654600000522,4.192972600000303,16028
P02_BLUE_C_take_0006,157,34,123,123,0,0,0,4170.515400002387,4.466030700000374,24320
P02_BLUE_C_take_0007,151,45,106,106,0,0,0,3757.162099994275,3.898741599999994,7280
P02_BLUE_C_take_0008,148,49,99,99,0,0,0,3461.896499998602,3.5947464999999283,18664
P02_BLUE_C_take_0009,156,54,102,102,0,0,0,3349.0815999975894,3.6029880999999477,5692
P02_BLUE_C_take_0010,147,41,106,106,0,0,0,3495.970500000112,3.632011600000169,24320
P02_BLUE_E_take_0001,156,51,105,105,0,0,0,3491.921700001967,3.7636398999998164,18664
P02_BLUE_E_take_0002,158,39,119,119,0,0,0,3959.26359999703,4.243636100000003,23252
P02_BLUE_E_take_0003,159,49,110,110,0,0,0,3732.0181999989472,4.003798800000368,26520
P02_BLUE_E_take_0004,153,49,104,104,0,0,0,3524.0321999990556,3.658413600000131,26504
P02_BLUE_E_take_0005,151,56,95,95,0,0,0,3302.0532000000458,3.423367000000326,27164
P02_BLUE_E_take_0006,156,63,93,93,0,0,0,3145.6137000004674,3.365174499999739,30392
P02_BLUE_E_take_0007,151,55,96,96,0,0,0,3263.7271999988116,3.4010619999999108,26520
P02_BLUE_E_take_0008,150,55,95,95,0,0,0,3136.317900003178,3.255816700000196,23020
P02_BLUE_E_take_0009,165,38,127,127,0,0,0,4190.802699997221,4.50703220000014,22812
P02_BLUE_E_take_0010,153,51,102,102,0,0,0,3547.793799998999,3.6824102999999013,23684
P02_BLUE_I_take_0001,161,51,110,87,23,0,0,5151.610299998083,5.407048099999884,23684
P02_BLUE_I_take_0002,159,60,99,99,0,0,0,3364.659300000767,3.6057007000003978,22812
P02_BLUE_I_take_0003,159,40,119,119,0,0,0,4029.044500001419,4.323633399999835,26504
P02_BLUE_I_take_0004,157,48,109,109,0,0,0,3693.7079000022095,3.9482256999999663,16028
P02_BLUE_I_take_0005,158,40,118,118,0,0,0,4572.043899996515,4.8548501000000215,24320
P02_BLUE_I_take_0006,156,54,102,102,0,0,0,3390.6324000017776,3.6401786000001266,23252
P02_BLUE_I_take_0007,157,48,109,109,0,0,0,3762.686900000517,4.0309800999998515,19472
P02_BLUE_I_take_0008,155,65,90,90,0,0,0,3062.220600000728,3.2881442000002608,16028
P02_BLUE_I_take_0009,156,45,111,111,0,0,0,3773.1252000003224,4.03772059999983,24320
P02_BLUE_I_take_0010,156,56,100,100,0,0,0,3259.5732000013413,3.497494000000188,16028
P02_BLUE_L_take_0001,157,44,113,113,0,0,0,3713.021700000354,3.9943578000002162,25208
P02_BLUE_L_take_0002,159,56,103,103,0,0,0,3479.384899998877,3.736834700000145,23684
P02_BLUE_L_take_0003,154,49,105,105,0,0,0,3554.5900999995865,3.7826026000002457,23252
P02_BLUE_L_take_0004,157,55,102,102,0,0,0,3415.340300000935,3.6671180000003005,7280
P02_BLUE_L_take_0005,156,53,103,103,0,0,0,3447.0237000045927,3.7082930000001397,19472
P02_BLUE_L_take_0006,157,49,108,108,0,0,0,3626.9491999978527,3.8889428000002226,27164
P02_BLUE_L_take_0007,155,50,105,105,0,0,0,3511.9118999982675,3.766396800000166,19472
P02_BLUE_L_take_0008,155,55,100,100,0,0,0,3393.9080000013746,3.6406339000000116,25208
P02_BLUE_L_take_0009,157,55,102,102,0,0,0,3365.4234999971777,3.6187230999998974,26520
P02_BLUE_L_take_0010,159,54,105,105,0,0,0,3507.636100000127,3.767385699999977,13740
P02_BLUE_M_take_0001,153,59,94,94,0,0,0,3253.853399999116,3.37999230000014,13740
P02_BLUE_M_take_0002,154,47,107,107,0,0,0,3586.0987999990357,3.838395799999944,24320
P02_BLUE_M_take_0003,154,48,106,106,0,0,0,3581.135200000972,3.816108400000303,16028
P02_BLUE_M_take_0004,155,63,92,92,0,0,0,3171.6064000038386,3.4011475000002065,7280
P02_BLUE_M_take_0005,155,58,97,97,0,0,0,3287.384400000974,3.52907550000009,27164
P02_BLUE_M_take_0006,161,56,105,105,0,0,0,3587.3101999995924,3.8407336999998734,13740
P02_BLUE_M_take_0007,151,45,106,106,0,0,0,3671.42300000296,3.8145189000001665,22812
P02_BLUE_M_take_0008,160,49,111,111,0,0,0,3839.820899998813,4.119621499999994,23684
P02_BLUE_M_take_0009,152,47,105,105,0,0,0,3619.0819000016745,3.7580997999998544,19472
P02_BLUE_M_take_0010,151,46,105,105,0,0,0,3584.84640000097,3.72593310000002,26504
P02_BLUE_N_take_0001,156,54,102,102,0,0,0,3476.4952000009544,3.7215088999996624,25208
P02_BLUE_N_take_0002,158,50,108,108,0,0,0,3672.5537999986955,3.926662099999703,16028
P02_BLUE_N_take_0003,160,58,102,102,0,0,0,3408.624900000632,3.6679119000000355,13740
P02_BLUE_N_take_0004,157,50,107,107,0,0,0,3673.24840000083,3.926750699999957,22812
P02_BLUE_N_take_0005,157,39,118,118,0,0,0,3873.2423999972525,4.169140400000288,26504
P02_BLUE_N_take_0006,160,58,102,102,0,0,0,3453.8413000004766,3.702652500000113,23020
P02_BLUE_N_take_0007,158,40,118,118,0,0,0,3946.04980000031,4.232273099999929,19472
P02_BLUE_N_take_0008,161,52,109,109,0,0,0,3654.5821000013348,3.9328135999999176,23020
P02_BLUE_N_take_0009,160,47,113,113,0,0,0,3808.9785000011034,4.090902699999788,5692
P02_BLUE_N_take_0010,161,49,112,112,0,0,0,3735.50879999857,4.012619600000107,5692
P02_BLUE_O_take_0001,156,50,106,106,0,0,0,3495.279200000823,3.7639555999999175,7280
P02_BLUE_O_take_0002,169,80,89,89,0,0,0,3027.361800000108,3.257809499999894,23252
P02_BLUE_O_take_0003,159,61,98,98,0,0,0,3296.070599997165,3.540595499999654,23020
P02_BLUE_O_take_0004,160,57,103,103,0,0,0,3510.7452000033845,3.7732578000000103,18664
P02_BLUE_O_take_0005,156,58,98,98,0,0,0,3315.300099999149,3.562350800000331,27164
P02_BLUE_O_take_0006,156,58,98,98,0,0,0,3333.33900000207,3.5553249999998116,26520
P02_BLUE_O_take_0007,168,62,106,106,0,0,0,3507.3326000015186,3.765121999999792,24320
P02_BLUE_O_take_0008,173,58,115,115,0,0,0,3858.936399995855,4.152158100000179,19472
P02_BLUE_O_take_0009,157,48,109,109,0,0,0,3635.509899997942,3.9055976999998165,23684
P02_BLUE_O_take_0010,161,55,106,106,0,0,0,3577.8272999968976,3.8439159999998083,18664
P02_BLUE_P_take_0001,156,51,105,105,0,0,0,3488.823599999705,3.737221899999895,22812
P02_BLUE_P_take_0002,156,53,103,103,0,0,0,3624.0751999994245,3.8742412999999942,26504
P02_BLUE_P_take_0003,155,49,106,106,0,0,0,3504.5832000009796,3.7600883000000067,26520
P02_BLUE_P_take_0004,151,48,103,103,0,0,0,3528.887199998735,3.6733643000002303,23684
P02_BLUE_P_take_0005,155,54,101,101,0,0,0,3494.3170999995345,3.7486424999997325,22812
P02_BLUE_P_take_0006,156,48,108,108,0,0,0,3604.160799998681,3.8697227999996358,23684
P02_BLUE_P_take_0007,156,44,112,112,0,0,0,3842.8645999993023,4.10387209999999,13740
P02_BLUE_P_take_0008,152,48,104,104,0,0,0,3601.66229999777,3.750858899999912,25208
P02_BLUE_P_take_0009,157,56,101,101,0,0,0,3391.4096000007703,3.6346394000001965,13740
P02_BLUE_P_take_0010,156,50,106,106,0,0,0,3520.3675999982806,3.785223699999733,23020
P02_BLUE_R_take_0001,159,46,113,113,0,0,0,3772.983899997598,4.042668500000218,5692
P02_BLUE_R_take_0002,154,49,105,105,0,0,0,3645.7247000030293,3.9092451999999867,19472
P02_BLUE_R_take_0003,157,49,108,108,0,0,0,3638.2657999988623,3.9173226999996587,23020
P02_BLUE_R_take_0004,158,39,119,119,0,0,0,4015.309899998101,4.3094715000002,25208
P02_BLUE_R_take_0005,158,42,116,116,0,0,0,3953.629300002376,4.238247300000239,7280
P02_BLUE_R_take_0006,159,51,108,108,0,0,0,3645.5195000044114,3.8940252000002147,18664
P02_BLUE_R_take_0007,162,46,116,116,0,0,0,3946.4823999987857,4.228078900000128,27164
P02_BLUE_R_take_0008,158,50,108,108,0,0,0,3621.476000000712,3.8745850000000246,27164
P02_BLUE_R_take_0009,154,54,100,100,0,0,0,3520.5744999971103,3.76344569999992,25208
P02_BLUE_R_take_0010,152,53,99,99,0,0,0,3514.0318999988267,3.646784000000025,7280
P02_BLUE_S_take_0001,157,49,108,108,0,0,0,3633.250100000623,3.9044943000003514,5692
P02_BLUE_S_take_0002,156,50,106,106,0,0,0,3597.4664000027587,3.8514979999999923,5692
P02_BLUE_S_take_0003,155,48,107,107,0,0,0,3610.5148999977246,3.885793399999784,26504
P02_BLUE_S_take_0004,152,57,95,95,0,0,0,3362.094100001741,3.4957028000003447,27164
P02_BLUE_S_take_0005,149,52,97,97,0,0,0,3265.491499998461,3.3919323000000077,23684
P02_BLUE_S_take_0006,153,53,100,100,0,0,0,3370.104499999343,3.493034699999953,23020
P02_BLUE_S_take_0007,155,53,102,102,0,0,0,3430.0300000004427,3.692878800000017,23684
P02_BLUE_S_take_0008,150,50,100,100,0,0,0,3310.8825999988767,3.444806999999855,5692
P02_BLUE_S_take_0009,156,66,90,90,0,0,0,3045.197100000223,3.2679580999997597,18664
P02_BLUE_S_take_0010,152,37,115,115,0,0,0,3862.874100000681,4.023622400000022,13740
P02_BLUE_T_take_0001,156,60,96,96,0,0,0,3230.8407000000443,3.475009900000259,30392
P02_BLUE_T_take_0002,151,56,95,95,0,0,0,3169.441800003824,3.3008547999997973,23252
P02_BLUE_T_take_0003,147,60,87,87,0,0,0,3030.745200000638,3.1463423999998668,16028
P02_BLUE_T_take_0004,157,72,85,85,0,0,0,2831.9463999996515,3.0429604000000836,18664
P02_BLUE_T_take_0005,160,61,99,99,0,0,0,3270.5331000001934,3.502880699999878,30392
P02_BLUE_T_take_0006,154,48,106,106,0,0,0,3624.5696999990287,3.86060980000002,7280
P02_BLUE_T_take_0007,151,57,94,94,0,0,0,3279.791099999784,3.413394100000005,24320
P02_BLUE_T_take_0008,155,61,94,94,0,0,0,3130.5524999993395,3.363526300000103,13740
P02_BLUE_T_take_0009,158,61,97,97,0,0,0,3343.581100001302,3.574735299999702,26520
P02_BLUE_T_take_0010,159,56,103,103,0,0,0,3442.716300000484,3.6947046999998747,30392
P02_BLUE_U_take_0001,159,57,102,102,0,0,0,3366.741099999217,3.63717940000015,23252
P02_BLUE_U_take_0002,157,49,108,108,0,0,0,3656.287200000861,3.9301581999998234,30392
P02_BLUE_U_take_0003,157,58,99,99,0,0,0,3235.498600002302,3.4949313000001894,23252
P02_BLUE_U_take_0004,158,44,114,114,0,0,0,3946.7250000016065,4.223637900000085,22812
