take_id,frame_count,annotation_override_frames,detector_evaluated_frames,detector_hand_present_frames,detector_hand_missing_frames,unannotated_frames,reference_error_frames,detector_elapsed_ms,elapsed_wall_time_s,worker_pid
P01_BLACK_A_take_0001,157,49,108,108,0,0,0,3595.599099998708,3.856914799999686,13740
P01_BLACK_A_take_0002,156,54,102,102,0,0,0,3430.28669999876,3.683385300000282,5692
P01_BLACK_A_take_0003,161,55,106,106,0,0,0,3439.5737999961966,3.7150047000000086,24320
P01_BLACK_A_take_0004,155,49,106,106,0,0,0,3595.226599999478,3.8771256999998513,22812
P01_BLACK_A_take_0005,155,50,105,105,0,0,0,3599.0030999978444,3.856866099999934,26504
P01_BLACK_A_take_0006,160,56,104,104,0,0,0,3564.578100002109,3.8137469000002966,23252
P01_BLACK_A_take_0007,155,50,105,105,0,0,0,3548.5591000001477,3.8126640000000407,23684
P01_BLACK_A_take_0008,159,52,107,107,0,0,0,3627.2356999970725,3.891913100000238,23020
P01_BLACK_A_take_0009,154,53,101,101,0,0,0,3499.149399998714,3.739301399999931,24320
P01_BLACK_A_take_0010,155,48,107,107,0,0,0,3606.99349999868,3.870047500000055,13740
P01_BLACK_B_take_0001,155,50,105,105,0,0,0,3513.473199998316,3.769875299999967,23020
P01_BLACK_B_take_0002,155,52,103,103,0,0,0,3527.6998000022104,3.7880027000001064,22812
P01_BLACK_B_take_0003,155,51,104,104,0,0,0,3551.8304999973225,3.8009905000003528,26504
P01_BLACK_B_take_0004,154,50,104,104,0,0,0,3520.0433000036355,3.760644299999967,16028
P01_BLACK_B_take_0005,156,46,110,110,0,0,0,3677.2868000007293,3.9594605000002048,18664
P01_BLACK_B_take_0006,155,50,105,105,0,0,0,3502.8992999991715,3.7693317999996907,23684
P01_BLACK_B_take_0007,154,55,99,99,0,0,0,3415.625699999964,3.63476350000019,19472
P01_BLACK_B_take_0008,154,49,105,105,0,0,0,3468.8181000028635,3.730133200000182,25208
P01_BLACK_B_take_0009,155,48,107,107,0,0,0,3554.9416999988352,3.8303955999999744,13740
P01_BLACK_B_take_0010,153,48,105,105,0,0,0,3619.4140000006882,3.757497500000227,26520
P01_BLACK_C_take_0001,156,50,106,106,0,0,0,3508.8149999983216,3.7708746000002975,30392
P01_BLACK_C_take_0002,155,51,104,104,0,0,0,3528.6974999999074,3.792035599999963,23020
P01_BLACK_C_take_0003,159,51,108,108,0,0,0,3600.4473999992115,3.8698828999999932,5692
P01_BLACK_C_take_0004,155,50,105,105,0,0,0,3429.706800000986,3.699493600000096,5692
P01_BLACK_C_take_0005,154,48,106,106,0,0,0,3628.652000000784,3.8916535000003023,7280
P01_BLACK_C_take_0006,156,55,101,101,0,0,0,3353.7304999995285,3.607703799999854,23252
P01_BLACK_C_take_0007,157,50,107,107,0,0,0,3643.8510000007227,3.905366199999662,23020
P01_BLACK_C_take_0008,154,54,100,100,0,0,0,3368.359799997961,3.6122825000002194,27164
P01_BLACK_C_take_0009,156,51,105,105,0,0,0,3555.6029000003946,3.7985067999998137,24320
P01_BLACK_C_take_0010,155,55,100,100,0,0,0,3380.822300001455,3.64627019999989,18664
P01_BLACK_E_take_0001,159,50,109,109,0,0,0,3627.286100001129,3.9070146999997633,18664
P01_BLACK_E_take_0002,156,50,106,106,0,0,0,3552.2729000031177,3.810700100000304,16028
P01_BLACK_E_take_0003,155,55,100,100,0,0,0,3317.179500002567,3.5729168000002574,30392
P01_BLACK_E_take_0004,157,50,107,107,0,0,0,3618.048400000589,3.870342300000175,5692
P01_BLACK_E_take_0005,157,52,105,105,0,0,0,3505.2446000013333,3.7716582000002745,18664
P01_BLACK_E_take_0006,157,52,105,105,0,0,0,3563.9946999981476,3.8432527999998456,30392
P01_BLACK_E_take_0007,157,60,97,97,0,0,0,3192.8033000008327,3.4328402999999525,23252
P01_BLACK_E_take_0008,158,50,108,108,0,0,0,3666.9756999981473,3.938821299999745,26504
P01_BLACK_E_take_0009,155,50,105,105,0,0,0,3442.704800001593,3.720133199999964,23252
P01_BLACK_E_take_0010,160,48,112,112,0,0,0,3758.311200002481,4.034142499999689,23252
P01_BLACK_I_take_0001,153,43,110,110,0,0,0,3849.493000003804,4.045456299999842,22812
P01_BLACK_I_take_0002,155,49,106,106,0,0,0,3520.0597000039124,3.775217200000043,24320
P01_BLACK_I_take_0003,158,55,103,103,0,0,0,3390.1781999979903,3.6539881999997306,23684
P01_BLACK_I_take_0004,156,29,127,127,0,0,0,4323.00430000214,4.644807299999684,19472
P01_BLACK_I_take_0005,156,58,98,98,0,0,0,3363.6308999989524,3.6023979999999938,25208
P01_BLACK_I_take_0006,155,46,109,109,0,0,0,3648.221200003718,3.906027500000164,16028
P01_BLACK_I_take_0007,156,53,103,103,0,0,0,3509.985000000597,3.769481700000142,7280
P01_BLACK_I_take_0008,158,54,104,104,0,0,0,3483.0525000002126,3.7450990000002093,13740
P01_BLACK_I_take_0009,155,53,102,102,0,0,0,3422.759000000042,3.673326800000268,19472
P01_BLACK_I_take_0010,158,51,107,107,0,0,0,3601.7049999995834,3.856119800000215,26504
P01_BLACK_L_take_0001,158,43,115,115,0,0,0,3877.8679999968517,4.152348600000096,23684
P01_BLACK_L_take_0002,155,45,110,110,0,0,0,3728.13430000042,3.996153200000208,25208
P01_BLACK_L_take_0003,157,51,106,106,0,0,0,3516.5428999998767,3.768977199999881,24320
P01_BLACK_L_take_0004,158,59,99,99,0,0,0,3365.681700001005,3.5992121999997835,13740
P01_BLACK_L_take_0005,158,47,111,111,0,0,0,3635.1359000009325,3.9065614999999525,23020
P01_BLACK_L_take_0006,158,48,110,110,0,0,0,3746.6632000000573,4.0268528000001425,5692
P01_BLACK_L_take_0007,157,47,110,110,0,0,0,3762.178699996639,4.040563900000052,16028
P01_BLACK_L_take_0008,159,51,108,108,0,0,0,3647.311800003081,3.9167774000002282,30392
P01_BLACK_L_take_0009,155,50,105,105,0,0,0,3439.507700003105,3.691865499999949,7280
P01_BLACK_L_take_0010,155,44,111,111,0,0,0,3768.409300001622,4.0393282,27164
P01_BLACK_M_take_0001,157,49,108,108,0,0,0,3595.663599999625,3.8582095000001573,19472
P01_BLACK_M_take_0002,158,46,112,112,0,0,0,3751.075599997421,4.01569389999986,18664
P01_BLACK_M_take_0003,156,54,102,102,0,0,0,3435.900699996182,3.6854794000000766,27164
P01_BLACK_M_take_0004,157,48,109,109,0,0,0,3616.0728000040763,3.880463299999974,25208
P01_BLACK_M_take_0005,157,46,111,111,0,0,0,3716.6235000004235,3.995756799999981,7280
P01_BLACK_M_take_0006,160,56,104,104,0,0,0,3535.350799997559,3.785448600000109,24320
P01_BLACK_M_take_0007,155,48,107,107,0,0,0,3645.035000002281,3.9072950999998284,26520
P01_BLACK_M_take_0008,162,52,110,110,0,0,0,3784.471200000098,4.064106199999969,19472
P01_BLACK_M_take_0009,155,43,112,112,0,0,0,3739.685699999427,4.013491000000158,22812
P01_BLACK_M_take_0010,158,51,107,107,0,0,0,3544.0473000003294,3.807074400000147,30392
P01_BLACK_N_take_0001,158,44,114,114,0,0,0,3875.4349999990154,4.167391200000111,23252
P01_BLACK_N_take_0002,155,46,109,109,0,0,0,3755.63999999531,4.019154099999923,26504
P01_BLACK_N_take_0003,155,48,107,107,0,0,0,3605.383999998594,3.8662177000001066,23684
P01_BLACK_N_take_0004,157,47,110,110,0,0,0,3713.3354999982657,3.976308400000107,27164
P01_BLACK_N_take_0005,160,53,107,107,0,0,0,3569.7658999984014,3.8300060000001395,16028
P01_BLACK_N_take_0006,161,58,103,103,0,0,0,3539.1631000038615,3.8088864999999714,16028
P01_BLACK_N_take_0007,158,47,111,111,0,0,0,3704.845700000078,3.975930900000094,24320
P01_BLACK_N_take_0008,155,44,111,111,0,0,0,3666.365999999016,3.930656999999883,13740
P01_BLACK_N_take_0009,156,44,112,112,0,0,0,3727.353000000221,3.981609599999956,26520
P01_BLACK_N_take_0010,155,40,115,115,0,0,0,3877.901200001361,4.142765300000065,23020
P01_BLACK_O_take_0001,158,58,100,100,0,0,0,3359.8437000005106,3.5997591999998804,16028
P01_BLACK_O_take_0002,159,60,99,99,0,0,0,3421.5383000000656,3.670425299999806,23020
P01_BLACK_O_take_0003,162,59,103,103,0,0,0,3517.457900001318,3.766524799999843,19472
P01_BLACK_O_take_0004,156,51,105,105,0,0,0,3545.743399999992,3.8227959999999257,22812
P01_BLACK_O_take_0005,163,61,102,102,0,0,0,3537.1331000014834,3.7825361000000157,25208
P01_BLACK_O_take_0006,156,48,108,108,0,0,0,3635.564799999429,3.8926431999998385,26504
P01_BLACK_O_take_0007,159,55,104,104,0,0,0,3618.4677000014744,3.867309700000078,5692
P01_BLACK_O_take_0008,157,50,107,107,0,0,0,3616.06269999902,3.88076430000001,26520
P01_BLACK_O_take_0009,157,56,101,101,0,0,0,3418.193800001063,3.676174700000047,22812
P01_BLACK_O_take_0010,156,53,103,103,0,0,0,3406.664600000113,3.6710094000000026,23684
P01_BLACK_P_take_0001,158,54,104,104,0,0,0,3490.692000002582,3.7459435000000667,19472
P01_BLACK_P_take_0002,156,46,110,110,0,0,0,3704.600000004575,3.967429799999991,5692
P01_BLACK_P_take_0003,157,52,105,105,0,0,0,3506.191899996793,3.76670329999979,13740
P01_BLACK_P_take_0004,158,55,103,103,0,0,0,3473.487800001294,3.717055999999957,25208
P01_BLACK_P_take_0005,157,47,110,110,0,0,0,3625.7900000009613,3.896625999999742,23020
P01_BLACK_P_take_0006,157,59,98,98,0,0,0,3343.7483000016073,3.590784800000165,5692
P01_BLACK_P_take_0007,159,52,107,107,0,0,0,3625.816599997961,3.87784210000018,18664
P01_BLACK_P_take_0008,156,53,103,103,0,0,0,3502.6299000001018,3.754597200000262,18664
P01_BLACK_P_take_0009,158,55,103,103,0,0,0,3451.9706000010046,3.7063100999998824,7280
P01_BLACK_P_take_0010,160,51,109,109,0,0,0,3698.4121999980744,3.950901800000338,19472
P01_BLACK_R_take_0001,155,47,108,108,0,0,0,3597.6926999978787,3.858363300000292,5692
P01_BLACK_R_take_0002,153,58,95,95,0,0,0,3194.238200003838,3.3692808000000696,26504
P01_BLACK_R_take_0003,155,47,108,108,0,0,0,3568.891699998858,3.836256499999763,18664
P01_BLACK_R_take_0004,156,39,117,117,0,0,0,3962.631999997029,4.255132499999945,30392
P01_BLACK_R_take_0005,156,51,105,105,0,0,0,3559.8512999972627,3.8217313999998623,23252
P01_BLACK_R_take_0006,156,49,107,107,0,0,0,3605.1393999996435,3.881344099999751,24320
P01_BLACK_R_take_0007,156,48,108,108,0,0,0,3584.084300000086,3.8328236000002107,16028
P01_BLACK_R_take_0008,156,50,106,106,0,0,0,3587.260999996033,3.8436075000004166,19472
P01_BLACK_R_take_0009,157,47,110,110,0,0,0,3680.4479000002175,3.945551499999965,18664
P01_BLACK_R_take_0010,161,48,113,113,0,0,0,3789.0599000015754,4.072122699999909,24320
P01_BLACK_S_take_0001,162,55,107,107,0,0,0,3615.813000000344,3.8656025000000227,25208
P01_BLACK_S_take_0002,158,60,98,98,0,0,0,3278.387499998189,3.5194891000001007,27164
P01_BLACK_S_take_0003,160,58,102,102,0,0,0,3442.258100005347,3.698747100000219,25208
P01_BLACK_S_take_0004,157,50,107,107,0,0,0,3642.0286999946256,3.9056378000000223,30392
P01_BLACK_S_take_0005,161,53,108,108,0,0,0,3626.4955999977246,3.8865946999999323,16028
P01_BLACK_S_take_0006,157,51,106,106,0,0,0,3639.948299999105,3.8925818000002437,23252
P01_BLACK_S_take_0007,160,52,108,108,0,0,0,3678.6166999995658,3.9425571000001582,7280
P01_BLACK_S_take_0008,159,50,109,109,0,0,0,3675.9110000020883,3.9457046000002265,30392
P01_BLACK_S_take_0009,158,60,98,98,0,0,0,3281.329899998582,3.5207900999998856,26520
P01_BLACK_S_take_0010,158,54,104,104,0,0,0,3532.3877000009816,3.7890416999998706,22812
P01_BLACK_T_take_0001,164,58,106,106,0,0,0,3673.3309999990524,3.931851800000004,23252
P01_BLACK_T_take_0002,157,52,105,105,0,0,0,3543.0361000017,3.787769500000195,24320
P01_BLACK_T_take_0003,156,49,107,107,0,0,0,3580.2278000001024,3.8399428999996417,25208
P01_BLACK_T_take_0004,155,46,109,109,0,0,0,3689.026300000478,3.9644226999998864,30392
P01_BLACK_T_take_0005,157,50,107,107,0,0,0,3636.4309999999023,3.901362699999936,16028
P01_BLACK_T_take_0006,155,40,115,115,0,0,0,3897.004099998867,4.192486899999949,23252
P01_BLACK_T_take_0007,156,48,108,108,0,0,0,3654.3913999967117,3.924297800000204,7280
P01_BLACK_T_take_0008,156,53,103,103,0,0,0,3474.3334000022514,3.724461799999972,27164
P01_BLACK_T_take_0009,155,52,103,103,0,0,0,3399.918999999045,3.650873799999772,24320
P01_BLACK_T_take_0010,156,54,102,102,0,0,0,3467.583799998465,3.7143160000000535,26520
P01_BLACK_U_take_0001,155,45,110,110,0,0,0,3733.8738000034937,4.013767299999927,16028
P01_BLACK_U_take_0002,154,46,108,108,0,0,0,3602.7674999991177,3.8415640000002895,26520
P01_BLACK_U_take_0003,155,48,107,107,0,0,0,3613.6122999996587,3.8857938999999533,19472
P01_BLACK_U_take_0004,154,45,109,109,0,0,0,3686.5917999971316,3.946278800000073,24320
P01_BLACK_U_take_0005,152,46,106,106,0,0,0,3635.7681999993474,3.774844700000358,13740
P01_BLACK_U_take_0006,154,46,108,108,0,0,0,3666.0876000023563,3.905949999999848,16028
P01_BLACK_U_take_0007,152,46,106,106,0,0,0,3649.841800003742,3.783303700000033,23020
P01_BLACK_U_take_0008,155,46,109,109,0,0,0,3596.674899999016,3.8754801000000043,25208
P01_BLACK_U_take_0009,153,47,106,106,0,0,0,3641.509600001882,3.8311413000001266,23684
P01_BLACK_U_take_0010,151,43,108,108,0,0,0,3751.6765000018495,3.89756430000034,23252
P01_BLACK_V_take_0001,155,51,104,104,0,0,0,3563.7857999990956,3.8233383000001595,7280
P01_BLACK_V_take_0002,156,52,104,104,0,0,0,3587.546900000234,3.844468699999652,22812
P01_BLACK_V_take_0003,160,46,114,114,0,0,0,3815.450100000362,4.09114419999969,27164
P01_BLACK_V_take_0004,159,58,101,101,0,0,0,3324.9787000045217,3.5907125999997334,23252
P01_BLACK_V_take_0005,157,50,107,107,0,0,0,3615.4581999949187,3.8743868999999904,19472
P01_BLACK_V_take_0006,158,52,106,106,0,0,0,3627.6014999975814,3.888860300000033,26504
P01_BLACK_V_take_0007,159,45,114,114,0,0,0,3829.310200000691,4.115181900000152,24320
P01_BLACK_V_take_0008,156,53,103,103,0,0,0,3471.793099995921,3.7107758000001922,26504
P01_BLACK_V_take_0009,158,48,110,110,0,0,0,3713.8914999991357,3.97672539999985,23684
P01_BLACK_V_take_0010,160,51,109,109,0,0,0,3684.923899997102,3.9560147999995934,26520
P01_BLACK_W_take_0001,156,51,105,105,0,0,0,3408.4622999985186,3.6489087999998446,23684
P01_BLACK_W_take_0002,156,52,104,104,0,0,0,3446.147199999814,3.719080700000177,13740
P01_BLACK_W_take_0003,158,53,105,105,0,0,0,3572.2388999988652,3.828223600000001,13740
P01_BLACK_W_take_0004,157,47,110,110,0,0,0,3655.969499999628,3.910986100000173,25208
P01_BLACK_W_take_0005,156,54,102,102,0,0,0,3460.917299999437,3.7104669000000285,23020
P01_BLACK_W_take_0006,155,56,99,99,0,0,0,3388.087400000586,3.6256270000003497,27164
P01_BLACK_W_take_0007,156,47,109,109,0,0,0,3773.871099997905,4.0422333000001345,5692
P01_BLACK_W_take_0008,155,45,110,110,0,0,0,3740.3394000016306,4.006838199999947,26520
P01_BLACK_W_take_0009,155,51,104,104,0,0,0,3479.813900000863,3.7249214999997093,22812
P01_BLACK_W_take_0010,155,55,100,100,0,0,0,3444.63729999552,3.6876274000001104,26504
P01_BLACK_Y_take_0001,159,49,110,110,0,0,0,3616.719600001943,3.888656600000104,16028
P01_BLACK_Y_take_0002,158,54,104,104,0,0,0,3385.4013999994095,3.644712199999958,23020
P01_BLACK_Y_take_0003,161,47,114,114,0,0,0,3829.3936999975813,4.106318999999985,19472
P01_BLACK_Y_take_0004,157,51,106,106,0,0,0,3529.2967999998837,3.799115400000119,7280
P01_BLACK_Y_take_0005,160,55,105,105,0,0,0,3622.9724999980135,3.8884995000003073,22812
P01_BLACK_Y_take_0006,163,56,107,107,0,0,0,3676.9417999971665,3.937769600000138,7280
P01_BLACK_Y_take_0007,159,45,114,114,0,0,0,3823.5292999966077,4.106696800000009,19472
P01_BLACK_Y_take_0008,157,47,110,110,0,0,0,3676.3708000034967,3.9445064000001366,27164
P01_BLACK_Y_take_0009,161,57,104,104,0,0,0,3468.6408999978084,3.7152069999997366,25208
P01_BLACK_Y_take_0010,161,50,111,111,0,0,0,3747.7389000000585,4.011071599999923,7280
P01_BLUE_A_take_0001,165,53,112,112,0,0,0,3854.239300000245,4.135415799999919,24320
P01_BLUE_A_take_0002,166,47,119,119,0,0,0,3966.5887999994993,4.269494799999848,19472
P01_BLUE_A_take_0003,164,51,113,113,0,0,0,3807.9400000028727,4.08264810000037,23252
P01_BLUE_A_take_0004,160,57,103,103,0,0,0,3458.9912000001277,3.708849999999984,26504
P01_BLUE_A_take_0005,157,46,111,111,0,0,0,3659.988899999007,3.9181228000002193,26520
P01_BLUE_A_take_0006,161,47,114,114,0,0,0,3802.190499995959,4.085272399999667,27164
P01_BLUE_A_take_0007,168,55,113,113,0,0,0,3794.4216000009874,4.053057199999785,26504
P01_BLUE_A_take_0008,165,47,118,118,0,0,0,3999.3299999991905,4.283388599999853,16028
P01_BLUE_A_take_0009,165,51,114,114,0,0,0,3894.104800000605,4.157252500000141,24320
P01_BLUE_A_take_0010,166,53,113,113,0,0,0,3828.4292000021196,4.097480700000233,25208
P01_BLUE_B_take_0001,164,45,119,119,0,0,0,3953.7038999988,4.2491179000003285,24320
P01_BLUE_B_take_0002,163,50,113,113,0,0,0,3788.2521999990786,4.057443400000011,27164
P01_BLUE_B_take_0003,163,51,112,112,0,0,0,3774.9585999990813,4.046835300000112,26520
P01_BLUE_B_take_0004,165,50,115,115,0,0,0,3822.993500003122,4.10136489999968,16028
P01_BLUE_B_take_0005,163,49,114,114,0,0,0,3883.1412000017735,4.169633099999828,22812
P01_BLUE_B_take_0006,158,49,109,109,0,0,0,3605.4397999992034,3.8800278999997317,5692
P01_BLUE_B_take_0007,161,51,110,110,0,0,0,3649.3672999963565,3.9188673999997263,26520
P01_BLUE_B_take_0008,159,50,109,109,0,0,0,3676.0432999985824,3.940748199999689,25208
P01_BLUE_B_take_0009,164,51,113,113,0,0,0,3787.332200002311,4.078589199999897,16028
P01_BLUE_B_take_0010,163,43,120,120,0,0,0,3993.0316999998468,4.280437899999924,26504
P01_BLUE_C_take_0001,166,41,125,125,0,0,0,4252.152299995942,4.561683399999765,7280
P01_BLUE_C_take_0002,161,46,115,115,0,0,0,3825.707200004672,4.123533100000259,22812
P01_BLUE_C_take_0003,161,49,112,112,0,0,0,3865.3472000019065,4.1354246000000785,26504
P01_BLUE_C_take_0004,162,56,106,106,0,0,0,3498.429199999009,3.7551932000001216,7280
P01_BLUE_C_take_0005,165,55,110,110,0,0,0,3754.1643999998087,4.027974099999938,19472
P01_BLUE_C_take_0006,163,43,120,120,0,0,0,4010.383799997726,4.30567370000017,23684
P01_BLUE_C_take_0007,164,49,115,115,0,0,0,3774.023600000419,4.053621399999884,19472
P01_BLUE_C_take_0008,161,50,111,111,0,0,0,3708.3585999953357,3.9828777000002447,23684
P01_BLUE_C_take_0009,158,38,120,120,0,0,0,3999.3384000017613,4.27755389999993,18664
P01_BLUE_C_take_0010,159,54,105,105,0,0,0,3546.43280000073,3.8085879999998724,7280
P01_BLUE_E_take_0001,164,43,121,121,0,0,0,4153.986200001327,4.453342199999952,25208
P01_BLUE_E_take_0002,163,38,125,125,0,0,0,4110.015699998712,4.435425799999848,13740
P01_BLUE_E_take_0003,165,47,118,118,0,0,0,4003.3697000003485,4.299218900000142,25208
P01_BLUE_E_take_0004,165,48,117,117,0,0,0,3842.5320999995165,4.13793510000005,7280
P01_BLUE_E_take_0005,167,43,124,124,0,0,0,4200.614200003201,4.516669300000103,18664
P01_BLUE_E_take_0006,162,48,114,114,0,0,0,3852.9859999994187,4.117688400000134,27164
P01_BLUE_E_take_0007,166,52,114,114,0,0,0,3835.562500000833,4.123806899999636,27164
P01_BLUE_E_take_0008,164,41,123,123,0,0,0,4166.517400001339,4.4634500000001935,7280
P01_BLUE_E_take_0009,169,39,130,130,0,0,0,4306.094099995789,4.622689000000264,22812
P01_BLUE_E_take_0010,165,45,120,120,0,0,0,3919.3202000019483,4.212778900000103,27164
P01_BLUE_I_take_0001,162,54,108,108,0,0,0,3729.066100000182,3.990349800000331,26520
P01_BLUE_I_take_0002,166,51,115,115,0,0,0,3896.2579999997615,4.183736899999985,26520
P01_BLUE_I_take_0003,170,56,114,114,0,0,0,3788.143799998579,4.0503474000001916,24320
P01_BLUE_I_take_0004,161,61,100,100,0,0,0,3357.1077000001424,3.5993336999999883,13740
P01_BLUE_I_take_0005,164,98,66,66,0,0,0,2319.1494000016064,2.4850883999997677,27164
P01_BLUE_I_take_0006,168,25,143,143,0,0,0,4822.891700000582,5.147108399999979,23684
P01_BLUE_I_take_0007,162,47,115,115,0,0,0,3810.7318000002124,4.0937911999999415,22812
P01_BLUE_I_take_0008,165,62,103,103,0,0,0,3516.0301000009895,3.773352399999567,26520
P01_BLUE_I_take_0009,166,46,120,120,0,0,0,4008.425299999999,4.316992700000355,22812
P01_BLUE_I_take_0010,162,49,113,113,0,0,0,3815.7717999984015,4.0858227999997325,26504
P01_BLUE_L_take_0001,164,48,116,116,0,0,0,3808.778099999927,4.1094631999999365,26520
P01_BLUE_L_take_0002,164,48,116,116,0,0,0,3948.4412000010707,4.2268215999997665,22812
P01_BLUE_L_take_0003,165,56,109,109,0,0,0,3677.033900000879,3.9363807999998244,22812
P01_BLUE_L_take_0004,164,54,110,110,0,0,0,3618.7192000015784,3.886113700000351,26504
P01_BLUE_L_take_0005,166,62,104,104,0,0,0,3562.0889000024363,3.821099000000231,26504
P01_BLUE_L_take_0006,170,50,120,120,0,0,0,4130.387300004259,4.423861299999771,16028
P01_BLUE_L_take_0007,167,49,118,118,0,0,0,3930.8752999936587,4.220399499999985,30392
P01_BLUE_L_take_0008,167,53,114,114,0,0,0,3880.6651999993846,4.168062899999768,23252
P01_BLUE_L_take_0009,166,51,115,115,0,0,0,3863.424999997278,4.160135099999934,23684
P01_BLUE_L_take_0010,166,53,113,113,0,0,0,3939.207100000658,4.227451000000201,13740
P01_BLUE_M_take_0001,172,55,117,117,0,0,0,4019.250500002272,4.331033299999945,22812
P01_BLUE_M_take_0002,164,43,121,121,0,0,0,4077.2003999968547,4.3796083000002,23684
P01_BLUE_M_take_0003,166,54,112,112,0,0,0,3760.3155999981936,4.044042099999842,23020
P01_BLUE_M_take_0004,163,52,111,111,0,0,0,3723.860900001,3.9959999000002426,23020
P01_BLUE_M_take_0005,164,41,123,123,0,0,0,4124.482499998976,4.434105599999839,13740
P01_BLUE_M_take_0006,164,44,120,120,0,0,0,4074.386000001141,4.366046799999822,23020
P01_BLUE_M_take_0007,164,50,114,114,0,0,0,3843.810200000462,4.132850699999835,5692
P01_BLUE_M_take_0008,166,46,120,120,0,0,0,4022.31140000049,4.327467400000387,5692
P01_BLUE_M_take_0009,164,51,113,113,0,0,0,3888.145299999451,4.178578699999889,18664
P01_BLUE_M_take_0010,160,45,115,115,0,0,0,3896.55380000022,4.18229539999993,23684
P01_BLUE_N_take_0001,160,55,105,105,0,0,0,3526.086999999734,3.78705889999992,13740
P01_BLUE_N_take_0002,163,47,116,116,0,0,0,3983.05409999557,4.257021800000075,5692
P01_BLUE_N_take_0003,166,51,115,115,0,0,0,3842.187899997498,4.134942299999693,19472
P01_BLUE_N_take_0004,163,46,117,117,0,0,0,3941.858200000297,4.237133000000085,18664
P01_BLUE_N_take_0005,169,47,122,122,0,0,0,4116.815500002303,4.42909039999995,26504
P01_BLUE_N_take_0006,166,47,119,119,0,0,0,3958.747599996059,4.241344100000333,25208
P01_BLUE_N_take_0007,165,46,119,119,0,0,0,4009.365399998387,4.299407500000143,26504
P01_BLUE_N_take_0008,163,45,118,118,0,0,0,3976.1195000019143,4.276778999999806,30392
P01_BLUE_N_take_0009,166,48,118,118,0,0,0,4042.677100000674,4.334678300000178,7280
P01_BLUE_N_take_0010,170,48,122,122,0,0,0,4034.7880000003897,4.344776700000239,19472
P01_BLUE_O_take_0001,167,46,121,121,0,0,0,4051.713600000312,4.341610099999798,24320
P01_BLUE_O_take_0002,166,49,117,117,0,0,0,3919.990099999268,4.232034999999996,27164
P01_BLUE_O_take_0003,170,53,117,117,0,0,0,4030.591599997024,4.3212069999999585,25208
P01_BLUE_O_take_0004,165,27,138,138,0,0,0,4604.200700002821,4.9450182000000495,23684
P01_BLUE_O_take_0005,163,51,112,112,0,0,0,3762.071800004378,4.037317100000109,25208
P01_BLUE_O_take_0006,165,43,122,122,0,0,0,4112.564199999724,4.408028299999842,13740
P01_BLUE_O_take_0007,164,43,121,121,0,0,0,4080.0969000019904,4.3659176000001025,30392
P01_BLUE_O_take_0008,160,45,115,115,0,0,0,3798.3160000007956,4.08160050000015,23020
P01_BLUE_O_take_0009,165,46,119,119,0,0,0,3948.7553000012667,4.248338899999908,23020
P01_BLUE_O_take_0010,164,46,118,118,0,0,0,3873.4168999994836,4.159032699999898,23252
P01_BLUE_P_take_0001,165,40,125,125,0,0,0,4217.323400003352,4.525399499999821,5692
P01_BLUE_P_take_0002,165,55,110,110,0,0,0,3766.9575999993867,4.03627490000008,18664
P01_BLUE_P_take_0003,163,49,114,114,0,0,0,3879.151599998295,4.169257900000048,7280
P01_BLUE_P_take_0004,165,46,119,119,0,0,0,3944.342500003131,4.239962699999978,30392
P01_BLUE_P_take_0005,165,48,117,117,0,0,0,3958.8821000011194,4.243803700000171,23252
P01_BLUE_P_take_0006,161,46,115,115,0,0,0,3945.755200000349,4.2310646999999335,23020
P01_BLUE_P_take_0007,164,59,105,105,0,0,0,3481.577100000777,3.7444745000002513,24320
P01_BLUE_P_take_0008,167,50,117,117,0,0,0,3915.0930999990123,4.2048681000001125,16028
P01_BLUE_P_take_0009,163,52,111,111,0,0,0,3688.7796999990314,3.958224099999825,27164
P01_BLUE_P_take_0010,162,48,114,114,0,0,0,3854.0036000003965,4.126682200000232,23684
P01_BLUE_R_take_0001,164,35,129,129,0,0,0,4330.662100001973,4.654860999999983,16028
P01_BLUE_R_take_0002,165,46,119,119,0,0,0,4008.652599995912,4.289596099999926,24320
P01_BLUE_R_take_0003,164,38,126,126,0,0,0,4205.156699998952,4.520009699999719,19472
P01_BLUE_R_take_0004,164,50,114,114,0,0,0,3857.0932000011453,4.132943599999635,25208
P01_BLUE_R_take_0005,160,46,114,114,0,0,0,3796.672000000399,4.077770399999736,5692
P01_BLUE_R_take_0006,163,52,111,111,0,0,0,3798.6156999968443,4.069260799999938,26520
P01_BLUE_R_take_0007,167,52,115,115,0,0,0,3997.7168000018537,4.28098829999999,19472
P01_BLUE_R_take_0008,159,58,101,101,0,0,0,3369.667799999661,3.6265085,27164
P01_BLUE_R_take_0009,163,44,119,119,0,0,0,3946.506800001316,4.237687599999845,22812
P01_BLUE_R_take_0010,160,43,117,117,0,0,0,3913.60709999708,4.204880100000082,18664
P01_BLUE_S_take_0001,166,50,116,116,0,0,0,3857.1896000021297,4.133738500000163,26520
P01_BLUE_S_take_0002,165,53,112,112,0,0,0,3730.57389999758,4.008939400000145,16028
P01_BLUE_S_take_0003,163,51,112,112,0,0,0,3868.374399997265,4.144311800000196,26504
P01_BLUE_S_take_0004,164,51,113,113,0,0,0,3792.095700002392,4.074966300000142,7280
